YEAR, MONTH, DTEMPC
1934, 03, -0.371
1934, 04, -0.242
1934, 05, -0.219
1934, 06, -0.079
1934, 07, -0.144
1934, 08, -0.119
1934, 09, -0.124
1934, 10, -0.229
1934, 11, -0.150
1934, 12, -0.302
1935, 01, -0.166
1935, 02, -0.289
1935, 03, -0.328
1935, 04, -0.261
1935, 05, -0.240
1935, 06, -0.246
1935, 07, -0.256
1935, 08, -0.341
1935, 09, -0.222
1935, 10, -0.259
1935, 11, -0.201
1935, 12, -0.328
1936, 01, -0.321
1936, 02, -0.158
1936, 03, -0.370
1936, 04, -0.304
1936, 05, -0.314
1936, 06, -0.386
1936, 07, -0.192
1936, 08, -0.218
1936, 09, -0.333
1936, 10, -0.011
1936, 11, -0.160
1936, 12, -0.197
1937, 01, -0.144
1937, 02, -0.068
1937, 03, -0.183
1937, 04, -0.155
1937, 05, -0.233
1937, 06, -0.160
1937, 07, -0.112
1937, 08, -0.075
1937, 09, -0.105
1937, 10, -0.081
1937, 11, -0.108
1937, 12, -0.113
1938, 01, -0.165
1938, 02, -0.165
1938, 03, -0.100
1938, 04, -0.104
1938, 05, -0.170
1938, 06, -0.051
1938, 07, -0.147
1938, 08, -0.179
1938, 09, -0.107
1938, 10, 0.053
1938, 11, -0.125
1938, 12, -0.199
1939, 01, -0.093
1939, 02, -0.131
1939, 03, -0.202
1939, 04, -0.078
1939, 05, -0.046
1939, 06, 0.118
1939, 07, -0.001
1939, 08, -0.077
1939, 09, -0.296
1939, 10, -0.455
1939, 11, -0.394
1939, 12, -0.107
1940, 01, 0.106
1940, 02, 0.001
1940, 03, -0.084
1940, 04, 0.002
1940, 05, 0.071
1940, 06, 0.013
1940, 07, 0.147
1940, 08, 0.039
1940, 09, 0.085
1940, 10, -0.057
1940, 11, -0.242
1940, 12, 0.138
1941, 01, -0.141
1941, 02, -0.150
1941, 03, -0.070
1941, 04, 0.044
1941, 05, -0.062
1941, 06, 0.103
1941, 07, 0.095
1941, 08, -0.024
1941, 09, -0.252
1941, 10, 0.136
1941, 11, 0.107
1941, 12, 0.237
1942, 01, 0.268
1942, 02, -0.006
1942, 03, 0.052
1942, 04, -0.075
1942, 05, -0.018
1942, 06, -0.029
1942, 07, -0.212
1942, 08, -0.073
1942, 09, -0.070
1942, 10, -0.335
1942, 11, -0.285
1942, 12, -0.125
1943, 01, -0.124
1943, 02, -0.154
1943, 03, -0.184
1943, 04, -0.240
1943, 05, -0.216
1943, 06, -0.109
1943, 07, 0.035
1943, 08, -0.145
1943, 09, -0.175
1943, 10, 0.101
1943, 11, -0.122
1943, 12, 0.001
1944, 01, -0.073
1944, 02, -0.141
1944, 03, 0.119
1944, 04, 0.121
1944, 05, -0.077
1944, 06, 0.251
1944, 07, 0.327
1944, 08, 0.286
1944, 09, 0.248
1944, 10, 0.048
1944, 11, 0.013
1944, 12, 0.101
1945, 01, -0.013
1945, 02, 0.050
1945, 03, 0.016
1945, 04, 0.164
1945, 05, -0.213
1945, 06, -0.044
1945, 07, -0.154
1945, 08, 0.466
1945, 09, 0.135
1945, 10, 0.105
1945, 11, -0.082
1945, 12, -0.102
1946, 01, -0.120
1946, 02, -0.104
1946, 03, -0.066
1946, 04, -0.052
1946, 05, -0.167
1946, 06, -0.404
1946, 07, -0.091
1946, 08, -0.309
1946, 09, -0.094
1946, 10, -0.110
1946, 11, -0.240
1946, 12, -0.266
1947, 01, 0.006
1947, 02, -0.128
1947, 03, -0.161
1947, 04, 0.012
1947, 05, -0.058
1947, 06, 0.082
1947, 07, 0.043
1947, 08, -0.112
1947, 09, -0.248
1947, 10, -0.250
1947, 11, -0.040
1947, 12, -0.297
1948, 01, -0.270
1948, 02, -0.182
1948, 03, -0.128
1948, 04, -0.183
1948, 05, -0.012
1948, 06, -0.077
1948, 07, -0.231
1948, 08, -0.158
1948, 09, -0.194
1948, 10, -0.100
1948, 11, -0.185
1948, 12, -0.189
1949, 01, -0.063
1949, 02, -0.217
1949, 03, -0.126
1949, 04, -0.057
1949, 05, -0.148
1949, 06, -0.190
1949, 07, -0.066
1949, 08, -0.134
1949, 09, -0.038
1949, 10, -0.189
1949, 11, -0.171
1949, 12, -0.131
1950, 01, -0.246
1950, 02, -0.251
1950, 03, -0.246
1950, 04, -0.163
1950, 05, -0.119
1950, 06, -0.031
1950, 07, 0.101
1950, 08, -0.071
1950, 09, -0.146
1950, 10, -0.250
1950, 11, -0.372
1950, 12, -0.409
1951, 01, -0.412
1951, 02, -0.347
1951, 03, -0.270
1951, 04, -0.233
1951, 05, -0.159
1951, 06, 0.043
1951, 07, -0.039
1951, 08, -0.031
1951, 09, -0.145
1951, 10, -0.034
1951, 11, -0.151
1951, 12, -0.127
1952, 01, 0.113
1952, 02, 0.144
1952, 03, 0.054
1952, 04, 0.009
1952, 05, -0.018
1952, 06, -0.096
1952, 07, 0.045
1952, 08, 0.035
1952, 09, 0.024
1952, 10, -0.010
1952, 11, -0.032
1952, 12, -0.038
1953, 01, -0.075
1953, 02, 0.025
1953, 03, 0.034
1953, 04, 0.106
1953, 05, 0.106
1953, 06, 0.096
1953, 07, -0.111
1953, 08, -0.062
1953, 09, -0.023
1953, 10, -0.084
1953, 11, -0.069
1953, 12, -0.018
1954, 01, -0.201
1954, 02, -0.093
1954, 03, -0.042
1954, 04, -0.211
1954, 05, -0.230
1954, 06, -0.263
1954, 07, -0.331
1954, 08, -0.203
1954, 09, -0.235
1954, 10, -0.148
1954, 11, -0.153
1954, 12, -0.308
1955, 01, -0.125
1955, 02, -0.227
1955, 03, -0.255
1955, 04, -0.257
1955, 05, -0.400
1955, 06, -0.263
1955, 07, -0.373
1955, 08, -0.217
1955, 09, -0.206
1955, 10, -0.372
1955, 11, -0.374
1955, 12, -0.422
1956, 01, -0.407
1956, 02, -0.280
1956, 03, -0.276
1956, 04, -0.353
1956, 05, -0.322
1956, 06, -0.254
1956, 07, -0.169
1956, 08, -0.276
1956, 09, -0.253
1956, 10, -0.240
1956, 11, -0.211
1956, 12, -0.196
1957, 01, -0.154
1957, 02, -0.137
1957, 03, -0.053
1957, 04, -0.013
1957, 05, 0.155
1957, 06, 0.098
1957, 07, -0.053
1957, 08, 0.012
1957, 09, -0.071
1957, 10, -0.044
1957, 11, 0.004
1957, 12, -0.049
1958, 01, 0.031
1958, 02, 0.069
1958, 03, -0.014
1958, 04, 0.028
1958, 05, 0.028
1958, 06, -0.071
1958, 07, 0.058
1958, 08, -0.125
1958, 09, -0.130
1958, 10, -0.052
1958, 11, -0.049
1958, 12, -0.076
1959, 01, -0.063
1959, 02, -0.060
1959, 03, -0.022
1959, 04, -0.023
1959, 05, -0.038
1959, 06, 0.004
1959, 07, 0.005
1959, 08, -0.007
1959, 09, -0.055
1959, 10, -0.003
1959, 11, -0.059
1959, 12, -0.142
1960, 01, -0.095
1960, 02, -0.127
1960, 03, -0.137
1960, 04, -0.192
1960, 05, -0.205
1960, 06, -0.168
1960, 07, -0.137
1960, 08, -0.071
1960, 09, 0.010
1960, 10, -0.053
1960, 11, -0.160
1960, 12, -0.023
1961, 01, -0.058
1961, 02, 0.052
1961, 03, 0.027
1961, 04, 0.089
1961, 05, 0.114
1961, 06, 0.094
1961, 07, -0.024
1961, 08, -0.004
1961, 09, 0.004
1961, 10, 0.020
1961, 11, -0.040
1961, 12, -0.127
1962, 01, -0.115
1962, 02, -0.048
1962, 03, -0.028
1962, 04, -0.100
1962, 05, -0.133
1962, 06, 0.036
1962, 07, -0.082
1962, 08, -0.055
1962, 09, -0.031
1962, 10, -0.006
1962, 11, -0.008
1962, 12, -0.132
1963, 01, -0.185
1963, 02, -0.148
1963, 03, -0.117
1963, 04, -0.095
1963, 05, 0.002
1963, 06, -0.034
1963, 07, 0.060
1963, 08, 0.048
1963, 09, 0.053
1963, 10, -0.014
1963, 11, -0.111
1963, 12, -0.078
1964, 01, -0.183
1964, 02, -0.137
1964, 03, -0.159
1964, 04, -0.221
1964, 05, -0.293
1964, 06, -0.255
1964, 07, -0.284
1964, 08, -0.302
1964, 09, -0.303
1964, 10, -0.290
1964, 11, -0.410
1964, 12, -0.465
1965, 01, -0.206
1965, 02, -0.092
1965, 03, -0.264
1965, 04, -0.210
1965, 05, -0.168
1965, 06, -0.050
1965, 07, -0.222
1965, 08, -0.065
1965, 09, -0.043
1965, 10, -0.124
1965, 11, -0.184
1965, 12, -0.146
1966, 01, -0.115
1966, 02, -0.195
1966, 03, -0.153
1966, 04, -0.052
1966, 05, -0.207
1966, 06, 0.018
1966, 07, -0.042
1966, 08, -0.193
1966, 09, -0.187
1966, 10, -0.266
1966, 11, -0.174
1966, 12, -0.125
1967, 01, -0.171
1967, 02, -0.217
1967, 03, -0.180
1967, 04, -0.173
1967, 05, -0.005
1967, 06, -0.153
1967, 07, -0.182
1967, 08, -0.209
1967, 09, -0.183
1967, 10, -0.154
1967, 11, -0.170
1967, 12, -0.293
1968, 01, -0.220
1968, 02, -0.294
1968, 03, -0.265
1968, 04, -0.271
1968, 05, -0.386
1968, 06, -0.183
1968, 07, -0.144
1968, 08, -0.066
1968, 09, -0.136
1968, 10, -0.028
1968, 11, -0.004
1968, 12, 0.046
1969, 01, 0.129
1969, 02, 0.147
1969, 03, 0.175
1969, 04, 0.176
1969, 05, 0.218
1969, 06, 0.117
1969, 07, 0.034
1969, 08, 0.093
1969, 09, 0.026
1969, 10, 0.085
1969, 11, 0.097
1969, 12, 0.119
1970, 01, 0.156
1970, 02, 0.099
1970, 03, 0.036
1970, 04, 0.087
1970, 05, -0.010
1970, 06, -0.009
1970, 07, -0.050
1970, 08, -0.141
1970, 09, -0.034
1970, 10, 0.011
1970, 11, -0.040
1970, 12, -0.082
1971, 01, -0.174
1971, 02, -0.234
1971, 03, -0.181
1971, 04, -0.219
1971, 05, -0.222
1971, 06, -0.255
1971, 07, -0.067
1971, 08, -0.136
1971, 09, -0.052
1971, 10, -0.150
1971, 11, -0.180
1971, 12, -0.283
1972, 01, -0.055
1972, 02, -0.021
1972, 03, -0.043
1972, 04, -0.045
1972, 05, 0.062
1972, 06, 0.102
1972, 07, 0.041
1972, 08, 0.098
1972, 09, 0.160
1972, 10, 0.094
1972, 11, 0.237
1972, 12, 0.439
1973, 01, 0.279
1973, 02, 0.201
1973, 03, 0.263
1973, 04, 0.205
1973, 05, 0.114
1973, 06, 0.152
1973, 07, 0.088
1973, 08, 0.055
1973, 09, 0.034
1973, 10, 0.041
1973, 11, -0.077
1973, 12, -0.158
1974, 01, -0.291
1974, 02, -0.344
1974, 03, -0.258
1974, 04, -0.188
1974, 05, -0.122
1974, 06, -0.093
1974, 07, -0.098
1974, 08, -0.029
1974, 09, -0.090
1974, 10, -0.149
1974, 11, -0.134
1974, 12, -0.190
1975, 01, -0.261
1975, 02, -0.166
1975, 03, -0.160
1975, 04, -0.132
1975, 05, -0.076
1975, 06, -0.027
1975, 07, -0.095
1975, 08, -0.201
1975, 09, -0.129
1975, 10, -0.232
1975, 11, -0.278
1975, 12, -0.333
1976, 01, -0.409
1976, 02, -0.328
1976, 03, -0.324
1976, 04, -0.275
1976, 05, -0.323
1976, 06, -0.228
1976, 07, -0.063
1976, 08, -0.186
1976, 09, -0.151
1976, 10, -0.139
1976, 11, -0.002
1976, 12, 0.144
1977, 01, 0.221
1977, 02, 0.168
1977, 03, 0.069
1977, 04, 0.035
1977, 05, 0.034
1977, 06, 0.066
1977, 07, 0.099
1977, 08, 0.016
1977, 09, -0.051
1977, 10, 0.075
1977, 11, 0.045
1977, 12, -0.061
1978, 01, -0.045
1978, 02, -0.026
1978, 03, 0.007
1978, 04, -0.118
1978, 05, -0.018
1978, 06, -0.096
1978, 07, -0.003
1978, 08, -0.176
1978, 09, -0.055
1978, 10, -0.184
1978, 11, -0.041
1978, 12, -0.052
1979, 01, 0.061
1979, 02, 0.017
1979, 03, 0.062
1979, 04, 0.122
1979, 05, 0.008
1979, 06, 0.077
1979, 07, 0.102
1979, 08, 0.186
1979, 09, 0.080
1979, 10, 0.135
1979, 11, 0.212
1979, 12, 0.240
1980, 01, 0.180
1980, 02, 0.231
1980, 03, 0.317
1980, 04, 0.206
1980, 05, 0.154
1980, 06, 0.027
1980, 07, 0.034
1980, 08, 0.036
1980, 09, 0.052
1980, 10, 0.005
1980, 11, 0.099
1980, 12, 0.064
1981, 01, 0.048
1981, 02, -0.031
1981, 03, 0.011
1981, 04, 0.034
1981, 05, 0.075
1981, 06, 0.071
1981, 07, 0.102
1981, 08, 0.117
1981, 09, 0.068
1981, 10, -0.087
1981, 11, -0.022
1981, 12, 0.141
1982, 01, 0.101
1982, 02, -0.032
1982, 03, -0.064
1982, 04, -0.017
1982, 05, 0.057
1982, 06, -0.045
1982, 07, -0.006
1982, 08, 0.081
1982, 09, 0.121
1982, 10, 0.057
1982, 11, 0.145
1982, 12, 0.231
1983, 01, 0.366
1983, 02, 0.391
1983, 03, 0.262
1983, 04, 0.261
1983, 05, 0.285
1983, 06, 0.211
1983, 07, 0.147
1983, 08, 0.191
1983, 09, 0.179
1983, 10, 0.117
1983, 11, 0.122
1983, 12, 0.116
1984, 01, 0.075
1984, 02, 0.125
1984, 03, 0.048
1984, 04, 0.029
1984, 05, 0.063
1984, 06, 0.026
1984, 07, -0.078
1984, 08, 0.066
1984, 09, 0.159
1984, 10, 0.057
1984, 11, 0.046
1984, 12, 0.061
1985, 01, 0.127
1985, 02, 0.151
1985, 03, 0.168
1985, 04, 0.048
1985, 05, 0.081
1985, 06, -0.036
1985, 07, 0.070
1985, 08, 0.112
1985, 09, 0.027
1985, 10, 0.091
1985, 11, -0.037
1985, 12, 0.050
1986, 01, 0.008
1986, 02, 0.090
1986, 03, 0.100
1986, 04, 0.078
1986, 05, 0.039
1986, 06, 0.041
1986, 07, 0.051
1986, 08, 0.033
1986, 09, 0.073
1986, 10, 0.119
1986, 11, 0.068
1986, 12, 0.068
1987, 01, 0.173
1987, 02, 0.195
1987, 03, 0.193
1987, 04, 0.240
1987, 05, 0.138
1987, 06, 0.178
1987, 07, 0.341
1987, 08, 0.223
1987, 09, 0.249
1987, 10, 0.269
1987, 11, 0.349
1987, 12, 0.227
1988, 01, 0.334
1988, 02, 0.282
1988, 03, 0.273
1988, 04, 0.175
1988, 05, 0.206
1988, 06, 0.157
1988, 07, 0.056
1988, 08, 0.156
1988, 09, 0.175
1988, 10, 0.139
1988, 11, 0.033
1988, 12, -0.020
1989, 01, 0.035
1989, 02, 0.057
1989, 03, 0.053
1989, 04, 0.036
1989, 05, 0.026
1989, 06, 0.006
1989, 07, 0.063
1989, 08, 0.154
1989, 09, 0.116
1989, 10, 0.094
1989, 11, 0.094
1989, 12, 0.138
1990, 01, 0.162
1990, 02, 0.201
1990, 03, 0.203
1990, 04, 0.243
1990, 05, 0.211
1990, 06, 0.182
1990, 07, 0.202
1990, 08, 0.154
1990, 09, 0.009
1990, 10, 0.241
1990, 11, 0.207
1990, 12, 0.165
1991, 01, 0.112
1991, 02, 0.144
1991, 03, 0.226
1991, 04, 0.271
1991, 05, 0.344
1991, 06, 0.209
1991, 07, 0.217
1991, 08, 0.217
1991, 09, 0.242
1991, 10, 0.129
1991, 11, 0.098
1991, 12, 0.111
1992, 01, 0.202
1992, 02, 0.178
1992, 03, 0.238
1992, 04, 0.249
1992, 05, 0.252
1992, 06, 0.240
1992, 07, 0.070
1992, 08, 0.112
1992, 09, 0.073
1992, 10, 0.026
1992, 11, -0.035
1992, 12, 0.022
1993, 01, 0.230
1993, 02, 0.069
1993, 03, 0.210
1993, 04, 0.153
1993, 05, 0.190
1993, 06, 0.192
1993, 07, 0.173
1993, 08, 0.157
1993, 09, 0.206
1993, 10, 0.156
1993, 11, 0.214
1993, 12, 0.052
1994, 01, 0.119
1994, 02, 0.006
1994, 03, 0.133
1994, 04, 0.079
1994, 05, 0.273
1994, 06, 0.201
1994, 07, 0.102
1994, 08, 0.088
1994, 09, 0.095
1994, 10, 0.130
1994, 11, 0.212
1994, 12, 0.226
1995, 01, 0.198
1995, 02, 0.198
1995, 03, 0.205
1995, 04, 0.119
1995, 05, 0.168
1995, 06, 0.174
1995, 07, 0.309
1995, 08, 0.213
1995, 09, 0.176
1995, 10, 0.172
1995, 11, 0.194
1995, 12, 0.021
1996, 01, 0.098
1996, 02, 0.251
1996, 03, 0.286
1996, 04, 0.226
1996, 05, 0.204
1996, 06, 0.106
1996, 07, 0.181
1996, 08, 0.237
1996, 09, 0.127
1996, 10, 0.189
1996, 11, 0.152
1996, 12, 0.201
1997, 01, 0.102
1997, 02, 0.145
1997, 03, 0.200
1997, 04, 0.157
1997, 05, 0.189
1997, 06, 0.335
1997, 07, 0.323
1997, 08, 0.378
1997, 09, 0.493
1997, 10, 0.485
1997, 11, 0.535
1997, 12, 0.553
1998, 01, 0.466
1998, 02, 0.561
1998, 03, 0.596
1998, 04, 0.574
1998, 05, 0.579
1998, 06, 0.533
1998, 07, 0.598
1998, 08, 0.489
1998, 09, 0.287
1998, 10, 0.313
1998, 11, 0.291
1998, 12, 0.289
1999, 01, 0.187
1999, 02, 0.240
1999, 03, 0.331
1999, 04, 0.193
1999, 05, 0.205
1999, 06, 0.274
1999, 07, 0.249
1999, 08, 0.159
1999, 09, 0.261
1999, 10, 0.106
1999, 11, 0.137
1999, 12, 0.114
2000, 01, 0.158
2000, 02, 0.185
2000, 03, 0.145
2000, 04, 0.239
2000, 05, 0.067
2000, 06, 0.209
2000, 07, 0.135
2000, 08, 0.225
2000, 09, 0.274
2000, 10, 0.217
2000, 11, 0.221
2000, 12, 0.155
2001, 01, 0.246
2001, 02, 0.304
2001, 03, 0.385
2001, 04, 0.368
2001, 05, 0.224
2001, 06, 0.372
2001, 07, 0.339
2001, 08, 0.374
2001, 09, 0.364
2001, 10, 0.290
2001, 11, 0.350
2001, 12, 0.264
2002, 01, 0.407
2002, 02, 0.334
2002, 03, 0.531
2002, 04, 0.461
2002, 05, 0.445
2002, 06, 0.357
2002, 07, 0.395
2002, 08, 0.430
2002, 09, 0.327
2002, 10, 0.429
2002, 11, 0.309
2002, 12, 0.382
2003, 01, 0.420
2003, 02, 0.453
2003, 03, 0.424
2003, 04, 0.382
2003, 05, 0.349
2003, 06, 0.429
2003, 07, 0.362
2003, 08, 0.331
2003, 09, 0.342
2003, 10, 0.340
2003, 11, 0.344
2003, 12, 0.293
2004, 01, 0.353
2004, 02, 0.346
2004, 03, 0.327
2004, 04, 0.365
2004, 05, 0.200
2004, 06, 0.232
2004, 07, 0.219
2004, 08, 0.263
2004, 09, 0.279
2004, 10, 0.326
2004, 11, 0.299
2004, 12, 0.281
2005, 01, 0.360
2005, 02, 0.360
2005, 03, 0.451
2005, 04, 0.424
2005, 05, 0.352
2005, 06, 0.387
2005, 07, 0.362
2005, 08, 0.418
2005, 09, 0.308
2005, 10, 0.388
2005, 11, 0.325
2005, 12, 0.280
2006, 01, 0.386
2006, 02, 0.426
2006, 03, 0.350
2006, 04, 0.321
2006, 05, 0.240
2006, 06, 0.305
2006, 07, 0.377
2006, 08, 0.369
2006, 09, 0.298
2006, 10, 0.324
2006, 11, 0.313
2006, 12, 0.335
2007, 01, 0.369
2007, 02, 0.392
2007, 03, 0.308
2007, 04, 0.336
2007, 05, 0.279
2007, 06, 0.272
2007, 07, 0.288
2007, 08, 0.201
2007, 09, 0.332
2007, 10, 0.262
2007, 11, 0.162
2007, 12, 0.052
2008, 01, 0.127
2008, 02, 0.093
2008, 03, 0.160
2008, 04, 0.134
2008, 05, 0.190
2008, 06, 0.180
2008, 07, 0.319
2008, 08, 0.295
2008, 09, 0.306
2008, 10, 0.333
2008, 11, 0.248
2008, 12, 0.266
2009, 01, 0.332
2009, 02, 0.289
2009, 03, 0.346
2009, 04, 0.426
2009, 05, 0.414
2009, 06, 0.460
2009, 07, 0.427
2009, 08, 0.521
2009, 09, 0.372
2009, 10, 0.376
2009, 11, 0.508
2009, 12, 0.504
2010, 01, 0.486
2010, 02, 0.511
2010, 03, 0.538
2010, 04, 0.527
2010, 05, 0.445
2010, 06, 0.394
2010, 07, 0.378
2010, 08, 0.282
2010, 09, 0.292
2010, 10, 0.273
2010, 11, 0.196
2010, 12, 0.243
2011, 01, 0.293
2011, 02, 0.284
2011, 03, 0.320
2011, 04, 0.305
2011, 05, 0.258
2011, 06, 0.331
2011, 07, 0.366
2011, 08, 0.320
2011, 09, 0.263
2011, 10, 0.193
2011, 11, 0.249
2011, 12, 0.134
2012, 01, 0.164
2012, 02, 0.258
2012, 03, 0.265
2012, 04, 0.304
2012, 05, 0.327
2012, 06, 0.316
2012, 07, 0.249
2012, 08, 0.368
2012, 09, 0.365
2012, 10, 0.424
2012, 11, 0.401
2012, 12, 0.313
2013, 01, 0.357
2013, 02, 0.302
2013, 03, 0.309
2013, 04, 0.379
2013, 05, 0.369
2013, 06, 0.323
2013, 07, 0.379
2013, 08, 0.353
2013, 09, 0.425
2013, 10, 0.340
2013, 11, 0.361
2013, 12, 0.361
2014, 01, 0.352
2014, 02, 0.237
2014, 03, 0.327
2014, 04, 0.462
2014, 05, 0.462
2014, 06, 0.433
2014, 07, 0.316
2014, 08, 0.416
2014, 09, 0.370
2014, 10, 0.456
2014, 11, 0.377
2014, 12, 0.375
2015, 01, 0.380
2015, 02, 0.365
2015, 03, 0.430
2015, 04, 0.475
2015, 05, 0.491
2015, 06, 0.522
2015, 07, 0.538
2015, 08, 0.501
2015, 09, 0.494
2015, 10, 0.603
2015, 11, 0.551
2015, 12, 0.613
2016, 01, 0.683
2016, 02, 0.651
2016, 03, 0.773
2016, 04, 0.685
2016, 05, 0.475
2016, 06, 0.450
2016, 07, 0.514
2016, 08, 0.520
2016, 09, 0.393
2016, 10, 0.417
2016, 11, 0.415
2016, 12, 0.399
2017, 01, 0.451
2017, 02, 0.544
2017, 03, 0.582
2017, 04, 0.512
2017, 05, 0.552
2017, 06, 0.426
2017, 07, 0.441
2017, 08, 0.490
2017, 09, 0.310
2017, 10, 0.364
2017, 11, 0.261
2017, 12, 0.281
2018, 01, 0.343
2018, 02, 0.278
2018, 03, 0.362
2018, 04, 0.505
2018, 05, 0.406
2018, 06, 0.324
2018, 07, 0.399
2018, 08, 0.401
2018, 09, 0.405
2018, 10, 0.447
2018, 11, 0.491
2018, 12, 0.498
2019, 01, 0.543
2019, 02, 0.501
2019, 03, 0.605
2019, 04, 0.615
2019, 05, 0.486
2019, 06, 0.448
2019, 07, 0.460
2019, 08, 0.413
2019, 09, 0.342
2019, 10, 0.470
2019, 11, 0.521
2019, 12, 0.607
2020, 01, 0.533
2020, 02, 0.499
2020, 03, 0.642
2020, 04, 0.556
2020, 05, 0.415
2020, 06, 0.404
2020, 07, 0.360
2020, 08, 0.424
2020, 09, 0.382
2020, 10, 0.292
2020, 11, 0.372
2020, 12, 0.182
2021, 01, 0.265
2021, 02, 0.250
2021, 03, 0.329
2021, 04, 0.354
2021, 05, 0.371
2021, 06, 0.335
